topic,rep_idx,rep_ctfidf,rep_string,Count,Action
18,18,0.494,passport adhar card valid,5,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
18,19,0.4939,adhar card valid,5,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
19,0,0.3067,charge tariff provide final,6,Ensure you have provided bill as per the agreed tariff or packages only
19,1,0.3032,tariff provide final,6,Ensure you have provided bill as per the agreed tariff or packages only
19,2,0.2804,charge tariff initial,6,Ensure you have provided bill as per the agreed tariff or packages only
19,3,0.2804,schedule charge tariff initial,6,Ensure you have provided bill as per the agreed tariff or packages only
19,4,0.2788,tariff initial,6,Ensure you have provided bill as per the agreed tariff or packages only
19,5,0.2663,remarks provide revised medical,6,Ensure you have provided bill as per the agreed tariff or packages only
19,6,0.2659,remarks provide revised,6,
19,7,0.2621,schedule charge tariff provide,6,Ensure you have provided bill as per the agreed tariff or packages only
19,8,0.2618,charge tariff provide,6,Ensure you have provided bill as per the agreed tariff or packages only
19,9,0.2606,discharge remarks provide revised,6,
19,10,0.2575,summary remarks provide revised,6,
19,11,0.2488,charge tariff initial approval,6,Ensure you have provided bill as per the agreed tariff or packages only
19,12,0.248,tariff provide,6,Ensure you have provided bill as per the agreed tariff or packages only
19,13,0.2474,tariff initial approval,6,Ensure you have provided bill as per the agreed tariff or packages only
19,14,0.246,tariff provide final discharge,6,Ensure you have provided bill as per the agreed tariff or packages only
19,15,0.243,final remarks provide revised,6,
19,16,0.2401,final discharge,6,
19,17,0.2381,agreed schedule charge tariff,6,Ensure you have provided bill as per the agreed tariff or packages only
19,18,0.2381,schedule charge tariff,6,Ensure you have provided bill as per the agreed tariff or packages only
19,19,0.2381,medical agreed schedule charge,6,Ensure you have provided bill as per the agreed tariff or packages only
20,0,0.2785,ctmri,1,Ensure to provide investigation reports to support diagnosis
20,1,0.2551,ctmri report,1,Ensure to provide investigation reports to support diagnosis
20,2,0.2435,consultation note ctmri,1,Ensure to provide investigation reports to support diagnosis
20,3,0.2435,previous consultation note ctmri,1,Kindly Provide all previous consultation papers of patient
20,4,0.2435,note ctmri,1,Ensure to provide investigation reports to support diagnosis
20,5,0.24,need admission share supportive,1,Provide reason for admission
20,6,0.24,detailing need admission share,1,Provide reason for admission
20,7,0.24,share supportive report,1,
20,8,0.24,admission share supportive report,1,Ensure to provide investigation reports to support diagnosis
20,9,0.24,admission share supportive,1,
20,10,0.24,detailing need admission,1,Provide reason for admission
20,11,0.24,treating doctor detailing need,1,Provide reason for admission
20,12,0.24,doctor detailing need admission,1,Provide reason for admission
20,13,0.2399,doctor detailing need,1,Provide reason for admission
20,14,0.2399,need admission share,1,Provide reason for admission
20,15,0.2399,share supportive,1,
20,16,0.2399,treating doctor detailing,1,
20,17,0.2399,share supportive report previous,1,Ensure to provide investigation reports to support diagnosis
20,18,0.2399,supportive report previous consultation,1,Kindly Provide all previous consultation papers of patient
20,19,0.2399,supportive report previous,1,Kindly Provide all previous consultation papers of patient
21,0,0.3948,complete final,2,
21,1,0.39,list submitted,2,
21,2,0.3884,final remarks,2,
21,3,0.3701,remarks list submitted,2,
21,4,0.3701,remarks list,2,
21,5,0.3619,remarks provide final,2,
21,6,0.3593,submitted,2,
21,7,0.3345,complete,2,
21,8,0.3251,noticed,2,
21,9,0.3245,scrutiny,2,
21,10,0.3128,remarks scrutiny,2,
21,11,0.2994,document noticed,2,
21,12,0.2994,scrutiny document noticed,2,
21,13,0.2983,scrutiny document,2,
21,14,0.2955,final processing,2,
21,15,0.2927,final processing remarks,2,
21,16,0.2909,processing remarks,2,
21,17,0.2906,list,2,
21,18,0.2894,final,2,
21,19,0.2855,provide final,2,
22,0,0.2005,report remarks provide attested,1,
22,1,0.1993,remarks provide attested copy,1,
22,2,0.1993,remarks provide attested,1,
22,3,0.1965,chart provide supportive investigation,1,Ensure to provide investigation reports to support diagnosis
22,4,0.1962,chart provide supportive,1,Ensure to provide investigation reports to support diagnosis
22,5,0.1885,tpr chart provide supportive,1,Ensure to provide TPR Chart
22,6,0.1769,chart provide,1,
22,7,0.1717,tpr chart provide,1,Ensure to provide TPR Chart
22,8,0.1707,note tpr chart provide,1,Ensure to provide TPR Chart
22,9,0.1651,nurse note,1,
22,10,0.1651,note tpr chart,1,Ensure to provide TPR Chart
22,11,0.165,sheet nurse note tpr,1,Ensure to provide TPR Chart
22,12,0.165,sheet nurse note,1,
22,13,0.165,treatment sheet nurse note,1,
22,14,0.165,nurse note tpr chart,1,Ensure to provide TPR Chart
22,15,0.165,nurse note tpr,1,Ensure to provide TPR Chart
22,16,0.165,surgery note treatment sheet,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
22,17,0.165,surgery note treatment,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
22,18,0.165,note surgery note treatment,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
22,19,0.165,daily doctor note surgery,1,Ensure to provide all indoor papers
23,0,0.3417,remarks provide hospital referral,2,Ensure to provide Hospital referral Letter
23,1,0.3403,hospital referral letter,2,Ensure to provide Hospital referral Letter
23,2,0.3403,hospital referral,2,Ensure to provide Hospital referral Letter
23,3,0.3403,admission certified,2,Ensure to provide Admission Certificate
23,4,0.3402,referral letter,2,Ensure to provide Hospital referral Letter
23,5,0.3401,referral letter admission certified,2,Ensure to provide Hospital referral Letter
23,6,0.3401,hospital referral letter admission,2,Ensure to provide Hospital referral Letter
23,7,0.3401,letter admission certified,2,Ensure to provide Admission Certificate
23,8,0.3401,referral letter admission,2,Ensure to provide Hospital referral Letter
23,9,0.3401,provide hospital referral letter,2,Ensure to provide Hospital referral Letter
23,10,0.3401,provide hospital referral,2,Ensure to provide Hospital referral Letter
23,11,0.3399,letter admission,2,Ensure to provide Hospital referral Letter
23,12,0.3375,referral,2,Ensure to provide Hospital referral Letter
23,13,0.3357,remarks provide hospital,2,
23,14,0.3265,provide hospital,2,
23,15,0.3182,letter admission certified copy,2,Ensure to provide Admission Certificate
23,16,0.3182,admission certified copy,2,Ensure to provide Admission Certificate
23,17,0.313,certified copy,2,
23,18,0.3107,certified,2,
23,19,0.2847,admission certified copy provide,2,Ensure to provide Admission Certificate
24,0,0.6693,mismatch,1,
24,1,0.5779,blocked,1,
24,2,0.5754,remarks justify,1,
24,3,0.5032,justify mismatch,1,
24,4,0.4984,blocking,1,
24,5,0.4834,justify,1,
24,6,0.4749,remarks justify mismatch,1,
24,7,0.4536,package blocked,1,
24,8,0.4513,remarks mismatch,1,
24,9,0.4032,mismatch doa,1,Ensure DOA and DOD on all documents are same
24,10,0.4023,delayed,1,
24,11,0.3814,portal,1,
24,12,0.3764,mismatch date,1,Ensure DOA and DOD on all documents are same
24,13,0.376,provide reason delayed,1,
24,14,0.3712,reason delayed,1,
24,15,0.3645,remarks provide justification,1,
24,16,0.3527,blocked remarks,1,
24,17,0.3381,justification blocking,1,
24,18,0.3363,justify blocking,1,
24,19,0.3363,justify mismatch doa,1,Ensure DOA and DOD on all documents are same
25,0,0.621,remarks share cost,1,
25,1,0.621,remarks share cost estimate,1,Ensure to provide Cost estimates of Conventional Treatment
25,2,0.6063,share cost,1,
25,3,0.6061,share cost estimate,1,Ensure to provide Cost estimates of Conventional Treatment
25,4,0.6051,share cost estimate conventional,1,Ensure to provide Cost estimates of Conventional Treatment
25,5,0.5829,cost estimate,1,Ensure to provide Cost estimates of Conventional Treatment
25,6,0.5817,estimate conventional,1,Ensure to provide Cost estimates of Conventional Treatment
25,7,0.5807,cost estimate conventional,1,Ensure to provide Cost estimates of Conventional Treatment
25,8,0.5667,conventional,1,
25,9,0.5555,cost,1,
25,10,0.5455,conventional treatment,1,
25,11,0.5449,estimate conventional treatment,1,Ensure to provide Cost estimates of Conventional Treatment
25,12,0.5444,cost estimate conventional treatment,1,Ensure to provide Cost estimates of Conventional Treatment
25,13,0.5236,estimate,1,
25,14,0.4383,estimate conventional treatment provide,1,Ensure to provide Cost estimates of Conventional Treatment
25,15,0.4374,conventional treatment provide,1,
25,16,0.3917,remarks share,1,
25,17,0.3665,treatment provide,1,
25,18,0.291,share,1,
25,19,0.2848,payable remarks share cost,1,
26,0,0.3657,alcohol,6,"Ensure to provide Alcohol Test reports (this is necessary in case of RTA, MLC cases)"
26,1,0.3554,road traffic,6,
26,2,0.3554,traffic,6,
26,3,0.3554,traffic accident,6,
26,4,0.3554,road traffic accident,6,
26,5,0.3549,self declarion explainging,6,Ensure to provide a self-declaration of patient explaining about incident
26,6,0.3549,abount,6,
26,7,0.3549,abount incidence,6,
26,8,0.3549,document required history,6,
26,9,0.3549,request injury road traffic,6,
26,10,0.3549,injury road,6,
26,11,0.3549,explainging abount incidence,6,Ensure to provide a self-declaration of patient explaining about incident
26,12,0.3549,self declarion explainging abount,6,Ensure to provide a self-declaration of patient explaining about incident
26,13,0.3549,required history alcohol consumption,6,Ensure to provide investigation reports to support diagnosis
26,14,0.3549,copy self declarion explainging,6,Ensure to provide a self-declaration of patient explaining about incident
26,15,0.3549,request injury,6,
26,16,0.3549,explainging abount incidence blood,6,Ensure to provide a self-declaration of patient explaining about incident
26,17,0.3549,traffic accident following document,6,
26,18,0.3549,explainging abount,6,
26,19,0.3549,explainging,6,
27,0,0.6752,remarks clarification discrepancy agreed,1,Ensure you have Ensure to provided the bill as per the agreed tariff or packages only or Ensure to provide clarification of any discrepancy
27,1,0.6747,remarks clarification discrepancy,1,Ensure you have Ensure to provided the bill as per the agreed tariff or packages only or Ensure to provide clarification of any discrepancy
27,2,0.6614,clarification discrepancy agreed,1,Ensure you have Ensure to provided the bill as per the agreed tariff or packages only or Ensure to provide clarification of any discrepancy
27,3,0.6598,clarification discrepancy,1,Ensure you have Ensure to provided the bill as per the agreed tariff or packages only or Ensure to provide clarification of any discrepancy
27,4,0.6458,discrepancy agreed,1,Ensure you have Ensure to provided the bill as per the agreed tariff or packages only or Ensure to provide clarification of any discrepancy
27,5,0.6281,discrepancy,1,
27,6,0.6032,clarification discrepancy agreed tariff,1,Ensure you have Ensure to provided the bill as per the agreed tariff or packages only or Ensure to provide clarification of any discrepancy
27,7,0.5996,remarks clarification,1,
27,8,0.5893,discrepancy agreed tariff,1,Ensure you have Ensure to provided the bill as per the agreed tariff or packages only or Ensure to provide clarification of any discrepancy
27,9,0.484,agreed tariff,1,
27,10,0.4615,clarification,1,
27,11,0.4429,discrepancy agreed tariff provide,1,Ensure you have Ensure to provided the bill as per the agreed tariff or packages only or Ensure to provide clarification of any discrepancy
27,12,0.4141,agreed tariff provide,1,
27,13,0.4134,discrepancy agreed tariff revise,1,Ensure you have Ensure to provided the bill as per the agreed tariff or packages only or Ensure to provide clarification of any discrepancy
27,14,0.4118,agreed tariff revise,1,
27,15,0.3697,tariff remarks clarification discrepancy,1,Ensure you have Ensure to provided the bill as per the agreed tariff or packages only or Ensure to provide clarification of any discrepancy
27,16,0.3506,tariff remarks clarification,1,Ensure you have Ensure to provided the bill as per the agreed tariff or packages only or Ensure to provide clarification of any discrepancy
27,17,0.3255,discrepancy agreed tariffas,1,Ensure you have Ensure to provided the bill as per the agreed tariff or packages only or Ensure to provide clarification of any discrepancy
27,18,0.3243,agreed tariffas,1,
27,19,0.3224,tariffas,1,
28,0,0.4792,remarks doctor certificate detailing,1,
28,1,0.4792,remarks doctor certificate,1,
28,2,0.4788,remarks doctor,1,
28,3,0.4431,doctor certificate detailing etiology,1,Ensure to provide Doctor Certificate detailing aetiology
28,4,0.4283,doctor certificate detailing,1,Ensure to provide Doctor Certificate detailing aetiology
28,5,0.3824,etiology,1,Ensure to provide Doctor Certificate detailing aetiology
28,6,0.3806,cause ailment,1,Ensure to provide Doctor Certificate detailing aetiology
28,7,0.3806,etiology cause ailment,1,Ensure to provide Doctor Certificate detailing aetiology
28,8,0.3805,etiology cause,1,Ensure to provide Doctor Certificate detailing aetiology
28,9,0.3805,detailing etiology,1,Ensure to provide Doctor Certificate detailing aetiology
28,10,0.3804,certificate detailing etiology cause,1,Ensure to provide Doctor Certificate detailing aetiology
28,11,0.3804,detailing etiology cause,1,Ensure to provide Doctor Certificate detailing aetiology
28,12,0.3804,detailing etiology cause ailment,1,Ensure to provide Doctor Certificate detailing aetiology
28,13,0.3803,certificate detailing etiology,1,Ensure to provide Doctor Certificate detailing aetiology
28,14,0.3799,cause,1,
28,15,0.3767,doctor certificate,1,
28,16,0.3704,certificate detailing,1,
28,17,0.3426,etiology cause ailment provide,1,Ensure to provide Doctor Certificate detailing aetiology
28,18,0.3418,cause ailment provide,1,Ensure to provide Doctor Certificate detailing aetiology
28,19,0.3303,ailment provide,1,
29,0,0.2829,surgery strictly,6,
29,1,0.282,requested surgery strictly,6,
29,2,0.2817,requested surgery,6,
29,3,0.266,strictly,6,
29,4,0.2645,provide requested surgery strictly,6,
29,5,0.2642,provide requested surgery,6,
29,6,0.2553,provide requested,6,
29,7,0.2525,requested,6,
29,8,0.2511,billing,6,
29,9,0.2478,tariff provide requested surgery,6,Ensure to provide bill as per the agreed tariff or packages only
29,10,0.2474,tariff provide requested,6,Ensure to provide bill as per the agreed tariff or packages only
29,11,0.2471,surgery strictly agreed,6,
29,12,0.2459,requested surgery strictly agreed,6,
29,13,0.235,strictly agreed,6,
29,14,0.2271,charge tariff provide requested,6,Ensure to provide bill as per the agreed tariff or packages only
29,15,0.2209,pkg,6,
29,16,0.2201,rate,6,
29,17,0.2182,package rate,6,Ensure to provide bill as per the agreed tariff or packages only
29,18,0.2053,ma agreed,6,Ensure to provide bill as per the agreed tariff or packages only
29,19,0.2046,payable,6,
30,0,0.4636,remarks provide id,1,Ensure to provide Patient ID Proof
30,1,0.4636,remarks provide id proof,1,Ensure to provide Patient ID Proof
30,2,0.4584,proof patient id,1,Ensure to provide Patient ID Proof
30,3,0.4581,id proof patient id,1,Ensure to provide Patient ID Proof
30,4,0.4581,proof patient id address,1,Ensure to provide Patient ID Proof
30,5,0.4581,patient id address proof,1,Ensure to provide Patient ID Proof
30,6,0.4581,patient id address,1,Ensure to provide Patient ID Proof
30,7,0.4574,proof patient,1,Ensure to provide Patient ID Proof
30,8,0.4566,id address proof,1,Ensure to provide Patient ID Proof
30,9,0.456,id proof patient,1,Ensure to provide Patient ID Proof
30,10,0.4558,id address,1,Ensure to provide Patient ID Proof
30,11,0.4545,provide id,1,Ensure to provide Patient ID Proof
30,12,0.4545,provide id proof patient,1,Ensure to provide Patient ID Proof
30,13,0.4533,provide id proof,1,Ensure to provide Patient ID Proof
30,14,0.436,address proof,1,Ensure to provide Patient ID Proof
30,15,0.3982,proof,1,
30,16,0.3844,patient id,1,Ensure to provide Patient ID Proof
30,17,0.3644,id,1,
30,18,0.3606,proof provide,1,
30,19,0.3596,address proof provide,1,Ensure to provide Patient ID Proof
31,0,0.6622,remarks provide implant,6,Ensure to provide Stickers for Implants done if any
31,1,0.6514,invoice,6,
31,2,0.6475,remarks provide implant sticker,6,Ensure to provide Stickers for Implants done if any
31,3,0.6379,sticker,6,
31,4,0.6316,implant,6,
31,5,0.6155,provide implant,6,Ensure to provide Stickers for Implants done if any
31,6,0.6125,implant sticker,6,Ensure to provide Stickers for Implants done if any
31,7,0.5975,provide implant sticker,6,Ensure to provide Stickers for Implants done if any
31,8,0.5922,sticker invoice,6,
31,9,0.5894,invoice copy,6,
31,10,0.5888,implant sticker invoice,6,Ensure to provide Stickers for Implants done if any
31,11,0.5877,provide implant sticker invoice,6,Ensure to provide Stickers for Implants done if any
31,12,0.5814,sticker invoice copy,6,Ensure to provide Stickers for Implants done if any
31,13,0.5809,implant sticker invoice copy,6,Ensure to provide Stickers for Implants done if any
31,14,0.4887,sticker invoice copy attach,6,Ensure to provide Stickers for Implants done if any
31,15,0.4887,invoice copy attach,6,
31,16,0.483,copy attach,6,
31,17,0.4214,sticker invoice copy provide,6,Ensure to provide Stickers for Implants done if any
31,18,0.4213,invoice copy provide,6,
31,19,0.4099,implant invoice,6,Ensure to provide Stickers for Implants done if any
32,0,0.5642,cycle,1,
32,1,0.5549,number cycle,1,
32,2,0.5536,dialysis chart number,1,Ensure to provide Dialysis Chart
32,3,0.5534,chart number,1,
32,4,0.5534,provide dialysis chart number,1,Ensure to provide Dialysis Chart
32,5,0.5534,dialysis chart number cycle,1,Ensure to provide Dialysis Chart
32,6,0.5531,chart number cycle,1,
32,7,0.5468,provide dialysis chart,1,Ensure to provide Dialysis Chart
32,8,0.5423,provide dialysis,1,Ensure to provide Dialysis Chart
32,9,0.5221,dialysis chart,1,Ensure to provide Dialysis Chart
32,10,0.5167,number cycle week,1,Ensure to provide Dialysis Chart
32,11,0.5167,cycle week,1,
32,12,0.5162,chart number cycle week,1,
32,13,0.514,week,1,
32,14,0.5117,dialysis,1,
32,15,0.4434,remarks provide dialysis chart,1,Ensure to provide Dialysis Chart
32,16,0.4385,remarks provide dialysis,1,Ensure to provide Dialysis Chart
32,17,0.39,week provide,1,
32,18,0.3893,cycle week provide,1,Ensure to provide Dialysis Chart
32,19,0.3893,number cycle week provide,1,Ensure to provide Dialysis Chart
33,0,0.5429,remarks clarification overcharging,7,Ensure to bill as per tariff and not overcharge on any bill item or provide clarification for overcharged items.
33,1,0.5429,remarks clarification overcharging certain,7,Ensure to bill as per tariff and not overcharge on any bill item or provide clarification for overcharged items.
33,2,0.5412,clarification overcharging,7,Ensure to bill as per tariff and not overcharge on any bill item or provide clarification for overcharged items.
33,3,0.5412,clarification overcharging certain,7,Ensure to bill as per tariff and not overcharge on any bill item or provide clarification for overcharged items.
33,4,0.5412,clarification overcharging certain component,7,Ensure to bill as per tariff and not overcharge on any bill item or provide clarification for overcharged items.
33,5,0.5309,certain component,7,
33,6,0.5308,overcharging certain,7,Ensure to bill as per tariff and not overcharge on any bill item or provide clarification for overcharged items.
33,7,0.5308,component share,7,
33,8,0.5308,overcharging certain component share,7,Ensure to bill as per tariff and not overcharge on any bill item or provide clarification for overcharged items.
33,9,0.5308,overcharging certain component,7,Ensure to bill as per tariff and not overcharge on any bill item or provide clarification for overcharged items.
33,10,0.5308,component share revised,7,
33,11,0.5308,share revised review,7,
33,12,0.5308,revised review,7,
33,13,0.5308,certain component share,7,
33,14,0.5308,certain component share revised,7,
33,15,0.5308,component share revised review,7,
33,16,0.5305,overcharging,7,Ensure to bill as per tariff and not overcharge on any bill item or provide clarification for overcharged items.
33,17,0.5303,certain,7,
33,18,0.5294,component,7,
33,19,0.4312,review,7,
34,0,0.9146,dated treatment chart,2,Ensure to provide Treatment or Medication or Drug chart
34,1,0.9141,dated treatment,2,Ensure to provide Treatment or Medication or Drug chart
34,2,0.9119,dated treatment chart remarks,2,Ensure to provide Treatment or Medication or Drug chart
34,3,0.8514,treatment chart remarks submit,2,Ensure to provide Treatment or Medication or Drug chart
34,4,0.8506,chart remarks submit,2,Ensure to provide Treatment or Medication or Drug chart
34,5,0.8505,dated,2,
34,6,0.8459,treatment chart remarks,2,Ensure to provide Treatment or Medication or Drug chart
34,7,0.7889,treatment chart,2,Ensure to provide Treatment or Medication or Drug chart
34,8,0.6954,remarks submit,2,
34,9,0.6859,submit dialysis chart,2,Ensure to provide Treatment or Medication or Drug chart
34,10,0.6808,remarks submit dialysis chart,2,Ensure to provide Treatment or Medication or Drug chart
34,11,0.6727,remarks submit dialysis,2,Ensure to provide Treatment or Medication or Drug chart
34,12,0.6715,submit dialysis,2,
34,13,0.5803,submit,2,
34,14,0.567,dialysis chart,2,Ensure to provide Treatment or Medication or Drug chart
34,15,0.5633,chart remarks,2,
34,16,0.5168,dialysis,2,
34,17,0.3897,submit treatment chart,2,Ensure to provide Treatment or Medication or Drug chart
34,18,0.3884,submit treatment,2,Ensure to provide Treatment or Medication or Drug chart
34,19,0.3826,treatment chart remarks provide,2,Ensure to provide Treatment or Medication or Drug chart
35,0,0.6124,remarks provide ot note,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
35,1,0.6121,provide ot note surgeon,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
35,2,0.6115,remarks provide ot,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
35,3,0.5889,provide ot note,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
35,4,0.5848,ot note surgeon anesthesia,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
35,5,0.5848,note surgeon anesthesia,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
35,6,0.5848,ot note surgeon,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
35,7,0.5845,note surgeon,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
35,8,0.5838,surgeon anesthesia,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
35,9,0.5831,provide ot,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
35,10,0.549,surgeon anesthesia note,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
35,11,0.549,note surgeon anesthesia note,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
35,12,0.5476,anesthesia note,1,Ensure to provide Anaesthesia Notes along with OT Notes
35,13,0.5394,ot note,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
35,14,0.5304,anesthesia,1,Ensure to provide Anaesthesia Notes along with OT Notes
35,15,0.5222,surgeon,1,
35,16,0.5204,ot,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
35,17,0.4988,surgeon anesthesia note attach,1,Ensure to provide Detailed OT Notes with Anesthesia Notes
35,18,0.4988,anesthesia note attach,1,Ensure to provide Anaesthesia Notes along with OT Notes
35,19,0.4777,note attach,1,
36,0,0.4695,100,7,
36,1,0.4378,50,7,
36,2,0.4158,2nd,7,
36,3,0.3879,1st,7,
36,4,0.378,procedure 50,7,
36,5,0.3744,1st procedure,7,Ensure to provide bill as per the agreed tariff or packages only
36,6,0.3598,25,7,
36,7,0.3568,2nd procedure,7,Ensure to provide bill as per the agreed tariff or packages only
36,8,0.3458,3rd,7,
36,9,0.3291,100 1st,7,
36,10,0.3284,procedure 100,7,
36,11,0.3265,50 2nd,7,
36,12,0.3174,100 2nd,7,
36,13,0.3167,3rd procedure,7,Ensure to provide bill as per the agreed tariff or packages only
36,14,0.3068,1st procedure 50,7,Ensure to provide bill as per the agreed tariff or packages only
36,15,0.3046,100 1st procedure,7,Ensure to provide bill as per the agreed tariff or packages only
36,16,0.3033,procedure 50 2nd,7,Ensure to provide bill as per the agreed tariff or packages only
36,17,0.3027,100 1st procedure 50,7,Ensure to provide bill as per the agreed tariff or packages only
36,18,0.302,procedure 25,7,
36,19,0.3014,1st procedure 50 2nd,7,Ensure to provide bill as per the agreed tariff or packages only
37,0,0.7065,remarks proper prenumbered pharmacy,1,Ensure to provide detailed bills with proper pre-numbering
37,1,0.7065,remarks proper prenumbered,1,Ensure to provide detailed bills with proper pre-numbering
37,2,0.705,proper prenumbered,1,Ensure to provide detailed bills with proper pre-numbering
37,3,0.705,proper prenumbered pharmacy,1,Ensure to provide detailed bills with proper pre-numbering
37,4,0.705,proper prenumbered pharmacy dl,1,Ensure to provide detailed bills with proper pre-numbering
37,5,0.7047,remarks proper,1,
37,6,0.6956,pharmacy,1,
37,7,0.694,prenumbered pharmacy dl number,1,Ensure to provide detailed bills with proper pre-numbering
37,8,0.694,prenumbered pharmacy dl,1,Ensure to provide detailed bills with proper pre-numbering
37,9,0.694,pharmacy dl number,1,Ensure to provide detailed bills with proper pre-numbering
37,10,0.694,pharmacy dl,1,
37,11,0.694,prenumbered pharmacy,1,Ensure to provide detailed bills with proper pre-numbering
37,12,0.694,dl number,1,
37,13,0.678,prenumbered,1,
37,14,0.6553,dl,1,
37,15,0.6333,proper,1,
37,16,0.594,pharmacy dl number provide,1,Ensure to provide detailed bills with proper pre-numbering
37,17,0.594,dl number provide,1,
37,18,0.5824,number provide,1,
37,19,0.4982,number,1,
38,0,0.703,receipt,1,
38,1,0.6143,paid,1,
38,2,0.5811,patient paid,1,"Kindly attach Patient paid deposit receipt clarifying amount paid towards patient's payable (NME, Co-pay etc.)"
38,3,0.5647,paid receipt,1,"Kindly attach Patient paid deposit receipt clarifying amount paid towards patient's payable (NME, Co-pay etc.)"
38,4,0.5305,deposit,1,
38,5,0.5221,copay,1,"Kindly attach Patient paid deposit receipt clarifying amount paid towards patient's payable (NME, Co-pay etc.)"
38,6,0.5044,receipt remarks,1,
38,7,0.4996,deposit receipt,1,"Kindly attach Patient paid deposit receipt clarifying amount paid towards patient's payable (NME, Co-pay etc.)"
38,8,0.4834,paid deposit,1,"Kindly attach Patient paid deposit receipt clarifying amount paid towards patient's payable (NME, Co-pay etc.)"
38,9,0.4809,patient paid deposit,1,"Kindly attach Patient paid deposit receipt clarifying amount paid towards patient's payable (NME, Co-pay etc.)"
38,10,0.4693,paid deposit receipt,1,"Kindly attach Patient paid deposit receipt clarifying amount paid towards patient's payable (NME, Co-pay etc.)"
38,11,0.467,receipt collected patient,1,"Kindly attach Patient paid deposit receipt clarifying amount paid towards patient's payable (NME, Co-pay etc.)"
38,12,0.467,receipt collected,1,
38,13,0.4666,patient paid deposit receipt,1,"Kindly attach Patient paid deposit receipt clarifying amount paid towards patient's payable (NME, Co-pay etc.)"
38,14,0.4653,numbered paid receipt,1,"Kindly attach Patient paid deposit receipt clarifying amount paid towards patient's payable (NME, Co-pay etc.)"
38,15,0.4653,pre numbered paid receipt,1,"Kindly attach Patient paid deposit receipt clarifying amount paid towards patient's payable (NME, Co-pay etc.)"
38,16,0.4653,numbered paid,1,"Kindly attach Patient paid deposit receipt clarifying amount paid towards patient's payable (NME, Co-pay etc.)"
38,17,0.4653,pre numbered paid,1,
38,18,0.4621,submit patient paid,1,"Kindly attach Patient paid deposit receipt clarifying amount paid towards patient's payable (NME, Co-pay etc.)"
38,19,0.4593,numbered,1,
39,0,0.3779,till,4,
39,1,0.3664,till date,4,
39,2,0.2968,till date remarks,4,
39,3,0.2968,date remarks,4,
39,4,0.2838,chart till,4,
39,5,0.2766,date,4,
39,6,0.2703,chart till date,4,
39,7,0.2698,record support diagnosis enclose,4,
39,8,0.2697,support diagnosis enclose,4,
39,9,0.2688,diagnosis enclose,4,
39,10,0.2665,date remarks provide,4,
39,11,0.2634,date remarks provide supportive,4,
39,12,0.2619,drug chart till date,4,Ensure to provide TPR Chart
39,13,0.2609,till date remarks provide,4,
39,14,0.2573,date remarks provide detailed,4,
39,15,0.2568,drug chart till,4,Ensure to provide Treatment or Medication or Drug chart
39,16,0.2498,icp treatment,4,Ensure to provide all indoor papers
39,17,0.2495,diagnosis enclose date wise,4,
39,18,0.2495,diagnosis enclose date,4,
39,19,0.2495,support diagnosis enclose date,4,
40,0,0.4792,recorded,1,
40,1,0.4787,temperaturepulserespiration,1,Ensure to provide TPR Chart
40,2,0.4787,recorded daily chart temperaturepulserespiration,1,Ensure to provide TPR Chart
40,3,0.4787,temperaturepulserespiration bp,1,Ensure to provide TPR Chart
40,4,0.4787,chart temperaturepulserespiration,1,Ensure to provide TPR Chart
40,5,0.4787,chart temperaturepulserespiration bp,1,Ensure to provide TPR Chart
40,6,0.4787,daily chart temperaturepulserespiration bp,1,Ensure to provide TPR Chart
40,7,0.4787,daily chart temperaturepulserespiration,1,Ensure to provide TPR Chart
40,8,0.4785,share recorded daily chart,1,Ensure to provide TPR Chart
40,9,0.4785,share recorded daily,1,
40,10,0.4785,share recorded,1,
40,11,0.4785,recorded daily,1,
40,12,0.4785,recorded daily chart,1,Ensure to provide TPR Chart
40,13,0.4782,daily chart,1,Ensure to provide TPR Chart
40,14,0.4566,remarks share recorded,1,
40,15,0.4566,remarks share recorded daily,1,
40,16,0.4271,bp,1,
40,17,0.3517,bp provide,1,
40,18,0.3517,temperaturepulserespiration bp provide,1,Ensure to provide TPR Chart
40,19,0.3517,chart temperaturepulserespiration bp provide,1,Ensure to provide TPR Chart
